file_html,test_me_inf,instance,Note,R1-add,R2-replace,R4-overload,R5-complex,
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",102,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",105,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",91,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",76,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",100,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",84,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",89,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",81,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",74,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",127,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",128,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",70,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",68,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",126,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",61,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",124,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",56,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",42,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",125,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",44,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",30,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",111,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",87,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",75,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",120,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",14,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",36,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",50,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",101,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",104,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",80,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",23,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",27,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",90,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",4,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",3,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",5,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",1,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",157,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",155,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",163,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",161,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",151,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",0,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_testutil.py', 'sympy.combinatorics.tests.test_testutil', '', 'test_verify_normal_closure')",0,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",2,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",158,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",156,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",164,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",162,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",137,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",132,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",9,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",138,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",133,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",134,,,,1,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",135,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",144,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",131,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",139,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",145,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",130,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",146,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",153,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",136,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",154,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",143,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",152,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",166,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",159,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",160,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",165,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",129,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",142,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",141,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",140,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",148,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",149,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",150,,1,,,1,2
https://github.com/sympy/sympy/tree/master/sympy/combinatorics/testutil.py,"('https://github.com/sympy/sympy/tree/master/sympy/combinatorics/tests/test_perm_groups.py', 'sympy.combinatorics.tests.test_perm_groups', '', 'test_normal_closure')",147,,1,,,1,2
https://github.com/smicallef/spiderfoot/tree/master//sflib.py,"('https://github.com/smicallef/spiderfoot/tree/master/test/unit/test_spiderfoot.py', 'test.unit.test_spiderfoot', 'TestSpiderFoot', 'test_parse_emails_should_return_list_of_emails_from_string')",0,,,,,1,1
https://github.com/smicallef/spiderfoot/tree/master//sflib.py,"('https://github.com/smicallef/spiderfoot/tree/master/test/unit/test_spiderfoot.py', 'test.unit.test_spiderfoot', 'TestSpiderFoot', 'test_parse_emails_invalid_data_should_return_list')",0,,1,,,,1
https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/transactionencoder.py,"('https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/tests/test_transactionencoder.py', 'mlxtend.preprocessing.tests.test_transactionencoder', '', 'test_cloning')",1,,,1,,,1
https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/transactionencoder.py,"('https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/tests/test_transactionencoder.py', 'mlxtend.preprocessing.tests.test_transactionencoder', '', 'test_fit')",0,,,1,,,1
https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/transactionencoder.py,"('https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/tests/test_transactionencoder.py', 'mlxtend.preprocessing.tests.test_transactionencoder', '', 'test_transform_sparse')",0,,,1,,,1
https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/transactionencoder.py,"('https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/tests/test_transactionencoder.py', 'mlxtend.preprocessing.tests.test_transactionencoder', '', 'test_transform')",0,,,1,,,1
https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/transactionencoder.py,"('https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/tests/test_transactionencoder.py', 'mlxtend.preprocessing.tests.test_transactionencoder', '', 'test_cloning')",0,,,1,,,1
https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/transactionencoder.py,"('https://github.com/rasbt/mlxtend/tree/master/mlxtend/preprocessing/tests/test_transactionencoder.py', 'mlxtend.preprocessing.tests.test_transactionencoder', '', 'test_inverse_transform')",0,,,1,,,1
https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/func.py,"('https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_func.py', 'nilearn.datasets.tests.test_func', '', 'test_select_from_index')",0,,,1,,,1
https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/func.py,"('https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_func.py', 'nilearn.datasets.tests.test_func', '', 'test_select_from_index')",2,,,,,1,1
https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/func.py,"('https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_func.py', 'nilearn.datasets.tests.test_func', '', 'test_select_from_index')",1,,,,,1,1
https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/func.py,"('https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_func.py', 'nilearn.datasets.tests.test_func', '', 'test_select_from_index')",4,,,,,1,1
https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/func.py,"('https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_func.py', 'nilearn.datasets.tests.test_func', '', 'test_select_from_index')",3,,1,,,,1
https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/func.py,"('https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_func.py', 'nilearn.datasets.tests.test_func', '', 'test_select_from_index')",5,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/sorensen_dice.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/sorensen_dice_test.py', 'strsimpy.sorensen_dice_test', 'TestSorensenDice', 'test_sorensen_dice')",1,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/sorensen_dice.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/sorensen_dice_test.py', 'strsimpy.sorensen_dice_test', 'TestSorensenDice', 'test_sorensen_dice')",0,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient_test.py', 'strsimpy.overlap_coefficient_test', 'TestOverlapCoefficient', 'test_overlap_coefficient_halfsimilar_return1')",0,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient_test.py', 'strsimpy.overlap_coefficient_test', 'TestOverlapCoefficient', 'test_overlap_coefficient_halfsimilar_return1')",1,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient_test.py', 'strsimpy.overlap_coefficient_test', 'TestOverlapCoefficient', 'test_overlap_coefficient_onestringissubsetofother_return1')",0,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/overlap_coefficient_test.py', 'strsimpy.overlap_coefficient_test', 'TestOverlapCoefficient', 'test_overlap_coefficient_onestringissubset_return1')",0,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",11,,,1,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",10,,,1,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",9,,,1,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",8,,,1,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",7,,,1,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",6,,,1,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",5,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",3,,1,,,,1
https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard.py,"('https://github.com/luozhouyang/python-string-similarity/tree/master/strsimpy/jaccard_test.py', 'strsimpy.jaccard_test', 'TestJaccard', 'test_jaccard')",2,,1,,,,1
